date,category,buy_value,sell_value,net_value,category,buy_value,sell_value,net_value
26-03-2010,DII,1329.37,1279.96,49.41,FII/FPI,3009.29,2418.39,590.9
29-03-2010,DII,1346.85,1617.3,-270.45,FII/FPI,2950.31,1887.49,1062.82
30-03-2010,DII,1324.36,1224.25,100.11,FII/FPI,2670.32,2091.03,579.29
31-03-2010,DII,1425.37,1781.95,-356.58,FII/FPI,2778.13,2344.61,433.52
01-04-2010,DII,3726.11,1395.86,2330.25,FII/FPI,1614.83,1001.41,613.42
02-04-2010,DII,1451.5,1210.11,241.39,FII/FPI,1730.04,1885.42,-155.38
03-04-2010,DII,952.31,1588.2,-635.89,FII/FPI,2476.63,1842.82,633.81
05-04-2010,DII,858.58,1296.66,-438.08,FII/FPI,2753.83,2783.51,-29.68
06-04-2010,DII,903.52,1030.13,-126.61,FII/FPI,1962.9,1861.99,100.91
08-04-2010,DII,1016.87,1292.76,-275.89,FII/FPI,2715.7,2027.01,688.69
10-04-2010,DII,1139.91,1937.74,-797.83,FII/FPI,4193.91,2929.8,1264.11
11-04-2010,DII,2792.17,1917.82,874.35,FII/FPI,10201.95,4726.5,5475.45
13-04-2010,DII,1563.54,1310.67,252.87,FII/FPI,3285.44,3156.92,128.52
15-04-2010,DII,1222,1298.87,-76.87,FII/FPI,3928.02,3828.32,99.7
16-04-2010,DII,1038.69,1227.6,-188.91,FII/FPI,2475.96,2232.66,243.3
19-04-2010,DII,1380,810.36,569.64,FII/FPI,1606.27,2361.78,-755.51
20-04-2010,DII,1345.12,1243.84,101.28,FII/FPI,2418.67,2575.32,-156.65
21-04-2010,DII,1181.12,1155.87,25.25,FII/FPI,2730.87,2647.91,82.96
22-04-2010,DII,1608.22,1426.36,181.86,FII/FPI,3288.38,2770.08,518.3
23-04-2010,DII,1077.12,1048.03,29.09,FII/FPI,2844.92,2505.62,339.3
26-04-2010,DII,821.96,895.65,-73.69,FII/FPI,2121.55,1887.32,234.23
27-04-2010,DII,993.73,992.64,1.09,FII/FPI,2701.19,2865.48,-164.29
28-04-2010,DII,1894.25,1570.15,324.1,FII/FPI,2566.17,2697.3,-131.13
29-04-2010,DII,1402.45,1135.69,266.76,FII/FPI,3889.56,3799.12,90.44
30-04-2010,DII,1516.21,1298.6,217.61,FII/FPI,3469.23,3113.68,355.55
01-05-2010,DII,1904.87,1604.98,299.89,FII/FPI,3337.48,2367.19,970.29
02-05-2010,DII,2090.05,921.07,1168.98,FII/FPI,1517.98,3244.76,-1726.78
03-05-2010,DII,1049.16,1710.42,-661.26,FII/FPI,2623.08,1709.74,913.34
04-05-2010,DII,1392.47,989.14,403.33,FII/FPI,2374.53,1608.46,766.07
05-05-2010,DII,1832.47,1141.32,691.15,FII/FPI,2027.22,3616.9,-1589.68
08-05-2010,DII,917.46,1105.27,-187.81,FII/FPI,2845.14,2772.12,73.02
10-05-2010,DII,1021.72,1824.67,-802.95,FII/FPI,4243.32,3572.2,671.12
13-05-2010,DII,1338.01,1115.61,222.4,FII/FPI,2362.29,2377.86,-15.57
14-05-2010,DII,1296.15,1131.51,164.64,FII/FPI,2135.25,2516.67,-381.42
17-05-2010,DII,1406.98,1025.09,381.89,FII/FPI,1653,2877.29,-1224.29
18-05-2010,DII,1387.79,1061.18,326.61,FII/FPI,2154.53,2594.23,-439.7
19-05-2010,DII,1794.64,1738.29,56.35,FII/FPI,2403.76,3787.67,-1383.91
20-05-2010,DII,1847.8,1126.65,721.15,FII/FPI,2158.57,2815.8,-657.23
21-05-2010,DII,2053.48,1236.56,816.92,FII/FPI,1831.38,3371.7,-1540.32
24-05-2010,DII,1909.96,802.54,1107.42,FII/FPI,2262.37,3257.69,-995.32
25-05-2010,DII,1810.67,1404.55,406.12,FII/FPI,1761.74,3225.93,-1464.19
26-05-2010,DII,1226.52,1161.66,64.86,FII/FPI,3668.51,3835.17,-166.66
27-05-2010,DII,1669.13,1258.69,410.44,FII/FPI,3924.39,4457.46,-533.07
28-05-2010,DII,1206.09,863.46,342.63,FII/FPI,2510.01,2100.33,409.68
31-05-2010,DII,902.78,976.55,-73.77,FII/FPI,2301.28,1714.77,586.51
01-06-2010,DII,1564.46,1850.56,-286.1,FII/FPI,3380.3,2719.75,660.55
04-06-2010,DII,1400.46,1319.39,81.07,FII/FPI,2361.15,2099.45,261.7
05-06-2010,DII,1339.27,959.31,379.96,FII/FPI,1908.88,2846.63,-937.75
07-06-2010,DII,934.75,1018.96,-84.21,FII/FPI,1919.42,1577.07,342.35
08-06-2010,DII,954.93,1295.52,-340.59,FII/FPI,2668.91,2003.97,664.94
09-06-2010,DII,1816.24,1424.11,392.13,FII/FPI,2750.18,1803.65,946.53
10-06-2010,DII,1724.02,2700.48,-976.46,FII/FPI,4861.39,3018.95,1842.44
12-06-2010,DII,1093.2,1407.09,-313.89,FII/FPI,2724.21,2925.83,-201.62
14-06-2010,DII,951.51,992.94,-41.43,FII/FPI,1956.64,1608.84,347.8
15-06-2010,DII,762.79,1114.25,-351.46,FII/FPI,2375.04,1784.95,590.09
16-06-2010,DII,1076.65,1247.41,-170.76,FII/FPI,2531.8,1747.88,783.92
17-06-2010,DII,827.7,1191.33,-363.63,FII/FPI,2748.7,2286.1,462.6
18-06-2010,DII,829.31,1329.07,-499.76,FII/FPI,2890.3,2110.99,779.31
21-06-2010,DII,953.21,1514.65,-561.44,FII/FPI,3218.62,1654.32,1564.3
22-06-2010,DII,1197.17,1394.16,-196.99,FII/FPI,2546.4,1570.57,975.83
23-06-2010,DII,672.34,1538.56,-866.22,FII/FPI,1842.2,1576.87,265.33
24-06-2010,DII,1299.33,2193.16,-893.83,FII/FPI,4465.02,3311.06,1153.96
25-06-2010,DII,1185.32,1631.52,-446.2,FII/FPI,1297.86,1605.48,-307.62
28-06-2010,DII,1416.11,1510.99,-94.88,FII/FPI,2219.55,1426.76,792.79
29-06-2010,DII,1148.88,1263.59,-114.71,FII/FPI,1828.26,2089.41,-261.15
30-06-2010,DII,1422.78,1573.89,-151.11,FII/FPI,3243.49,2653.61,589.88
01-07-2010,DII,1364.1,1491.51,-127.41,FII/FPI,2579.68,2487.47,92.21
04-07-2010,DII,1412.69,1436.12,-23.43,FII/FPI,3415.45,3076.67,338.78
05-07-2010,DII,1676.73,1022.38,654.35,FII/FPI,2573.13,3881.52,-1308.39
06-07-2010,DII,795.44,997.95,-202.51,FII/FPI,1625.33,2028.78,-403.45
07-07-2010,DII,1037.06,902.37,134.69,FII/FPI,1461.96,1511.2,-49.24
09-07-2010,DII,1780.21,1339.07,441.14,FII/FPI,2466.94,2487.82,-20.88
10-07-2010,DII,1128.32,2321.85,-1193.53,FII/FPI,4647.06,3464.15,1182.91
13-07-2010,DII,1382.81,2033.77,-650.96,FII/FPI,3132.49,2347.81,784.68
14-07-2010,DII,1409.91,1741.39,-331.48,FII/FPI,3481.97,2912.73,569.24
15-07-2010,DII,884.24,1472.7,-588.46,FII/FPI,2590.95,2225.86,365.09
16-07-2010,DII,1373.89,1655.81,-281.92,FII/FPI,2803.6,2127.16,676.44
19-07-2010,DII,858.39,1119.69,-261.3,FII/FPI,1886.07,1732.28,153.79
20-07-2010,DII,874.15,978.41,-104.26,FII/FPI,1635.19,1338.12,297.07
21-07-2010,DII,1106.63,1409.31,-302.68,FII/FPI,2396.89,2034.45,362.44
22-07-2010,DII,1272.39,1784.58,-512.19,FII/FPI,2269.96,2095.28,174.68
23-07-2010,DII,1383.38,1484.94,-101.56,FII/FPI,3016.34,2305.26,711.08
26-07-2010,DII,742.75,1461.62,-718.87,FII/FPI,2078.24,1881.92,196.32
27-07-2010,DII,1551.03,1773.31,-222.28,FII/FPI,2460.45,2483.25,-22.8
28-07-2010,DII,1323.91,2014.69,-690.78,FII/FPI,2820.05,2226.89,593.16
29-07-2010,DII,1430.14,2350.49,-920.35,FII/FPI,3498.33,2919.48,578.85
30-07-2010,DII,1408.94,1538.91,-129.97,FII/FPI,2666.19,2455.33,210.86
01-08-2010,DII,1624.46,1441.59,182.87,FII/FPI,3240.2,3170.82,69.38
02-08-2010,DII,1112.3,731.23,381.07,FII/FPI,1714.24,2649.79,-935.55
03-08-2010,DII,1309.36,1877.99,-568.63,FII/FPI,3284.26,2152.25,1132.01
04-08-2010,DII,1200.84,1294.46,-93.62,FII/FPI,2115.04,2052.84,62.2
06-08-2010,DII,1074.76,1033.67,41.09,FII/FPI,1730.9,1973.81,-242.91
07-08-2010,DII,1017.37,1287.94,-270.57,FII/FPI,2390.4,1433.34,957.06
09-08-2010,DII,1210.86,1309.07,-98.21,FII/FPI,2368.68,2086.72,281.96
10-08-2010,DII,923.6,1925.61,-1002.01,FII/FPI,3490.06,2903.84,586.22
11-08-2010,DII,1288.01,1759.44,-471.43,FII/FPI,4025.77,3520.23,505.54
12-08-2010,DII,1662.22,1253.17,409.05,FII/FPI,2383.76,3868.66,-1484.9
13-08-2010,DII,1625.92,1592.54,33.38,FII/FPI,2452.25,2402.1,50.15
16-08-2010,DII,1168.44,1602.35,-433.91,FII/FPI,2753.66,2353.65,400.01
17-08-2010,DII,1187.88,1588,-400.12,FII/FPI,3143.25,2739.16,404.09
18-08-2010,DII,1579.43,1692.94,-113.51,FII/FPI,3118.91,2444.39,674.52
19-08-2010,DII,1303.15,1088.06,215.09,FII/FPI,3029.9,2208.72,821.18
20-08-2010,DII,1121.91,1224.07,-102.16,FII/FPI,2611.15,1948.29,662.86
23-08-2010,DII,1249.56,1409.34,-159.78,FII/FPI,2411.85,2093.62,318.23
24-08-2010,DII,1065.24,1754.78,-689.54,FII/FPI,2509.54,2318.49,191.05
25-08-2010,DII,1159.79,1426.56,-266.77,FII/FPI,2379.88,2744.84,-364.96
27-08-2010,DII,1206.01,966.41,239.6,FII/FPI,1811.62,1919.78,-108.16
30-08-2010,DII,916.93,848.22,68.71,FII/FPI,1418.88,1234.47,184.41
31-08-2010,DII,1199.03,1794.36,-595.33,FII/FPI,3120.17,2832.29,287.88
02-09-2010,DII,1153.03,753.78,399.25,FII/FPI,1920.09,2445.36,-525.27
03-09-2010,DII,1092.9,1264.56,-171.66,FII/FPI,4202.89,2029.8,2173.09
04-09-2010,DII,1285.26,1351.72,-66.46,FII/FPI,2629.9,2396.81,233.09
06-09-2010,DII,1122.78,995.22,127.56,FII/FPI,2036.46,2292.97,-256.51
07-09-2010,DII,1458.8,1420.08,38.72,FII/FPI,3457.4,2353.32,1104.08
08-09-2010,DII,1085.3,1130.81,-45.51,FII/FPI,2381.29,1859.17,522.12
09-09-2010,DII,1581.77,1783.3,-201.53,FII/FPI,3266.19,2278.2,987.99
11-09-2010,DII,1260.86,1789.53,-528.67,FII/FPI,3652.84,3178.31,474.53
12-09-2010,DII,2235.4,1407.48,827.92,FII/FPI,3726.39,5022.69,-1296.3
13-09-2010,DII,1193.63,2154.44,-960.81,FII/FPI,4589.56,2069.68,2519.88
14-09-2010,DII,1233.86,2358.16,-1124.3,FII/FPI,4102.02,2450.6,1651.42
15-09-2010,DII,1209.6,2119.56,-909.96,FII/FPI,4892.72,2677.73,2214.99
16-09-2010,DII,1028.74,2133.99,-1105.25,FII/FPI,3487.32,2367.29,1120.03
17-09-2010,DII,1072.9,1820.14,-747.24,FII/FPI,5272.59,3753.83,1518.76
20-09-2010,DII,1157.17,1615.08,-457.91,FII/FPI,4532.44,2739.8,1792.64
21-09-2010,DII,1048.36,2308.34,-1259.98,FII/FPI,5593.7,3281.93,2311.77
22-09-2010,DII,1055.83,2029.64,-973.81,FII/FPI,4129.1,3214.33,914.77
23-09-2010,DII,872.74,1518.43,-645.69,FII/FPI,3034.99,2500.54,534.45
24-09-2010,DII,1141.44,2021.27,-879.83,FII/FPI,4254.77,3104.97,1149.8
28-09-2010,DII,1087.89,1993.21,-905.32,FII/FPI,3339.38,2766.25,573.13
29-09-2010,DII,1057.82,1893.03,-835.21,FII/FPI,3674.95,2918.58,756.37
30-09-2010,DII,1471.09,2992.72,-1521.63,FII/FPI,6428.29,3931.4,2496.89
02-10-2010,DII,1192.09,732.98,459.11,FII/FPI,2319.78,2528.4,-208.62
03-10-2010,DII,1101.78,1477.2,-375.42,FII/FPI,2713.87,2349.51,364.36
05-10-2010,DII,1405.92,1375.67,30.25,FII/FPI,3123.29,2859.33,263.96
06-10-2010,DII,1042.73,1147.92,-105.19,FII/FPI,1937.12,1692.36,244.76
08-10-2010,DII,1066.24,1606.91,-540.67,FII/FPI,3125.85,2526.52,599.33
11-10-2010,DII,1150.43,1294.14,-143.71,FII/FPI,2845.15,2877.67,-32.52
12-10-2010,DII,2124.53,1376.88,747.65,FII/FPI,3528.41,4767.66,-1239.25
13-10-2010,DII,1341.5,2696.31,-1354.81,FII/FPI,5833.71,3730.76,2102.95
14-10-2010,DII,1325.59,2019.86,-694.27,FII/FPI,3738.35,2718.48,1019.87
15-10-2010,DII,1150.44,2203.89,-1053.45,FII/FPI,2281.71,2394.46,-112.75
18-10-2010,DII,1250.96,2469.38,-1218.42,FII/FPI,3765.87,3430.08,335.79
19-10-2010,DII,1279.35,1038.65,240.7,FII/FPI,3267.69,3160.57,107.12
20-10-2010,DII,1124.16,1151.66,-27.5,FII/FPI,2428.13,2411.78,16.35
21-10-2010,DII,1539.72,1770.11,-230.39,FII/FPI,3580.48,2728.68,851.8
22-10-2010,DII,1715.12,1388.06,327.06,FII/FPI,3166.2,2582.19,584.01
25-10-2010,DII,1491.82,1877.93,-386.11,FII/FPI,2657.09,2069.89,587.2
26-10-2010,DII,1100.41,1808.59,-708.18,FII/FPI,3175.26,2693.82,481.44
27-10-2010,DII,1370.57,1888.87,-518.3,FII/FPI,2753.52,2762.59,-9.07
28-10-2010,DII,1982.5,2042.94,-60.44,FII/FPI,5496.35,6446.43,-950.08
29-10-2010,DII,1595.76,1251.36,344.4,FII/FPI,3350.23,2614.83,735.4
01-11-2010,DII,1674.68,1352.22,322.46,FII/FPI,5973.59,2932.03,3041.56
02-11-2010,DII,791.23,730.41,60.82,FII/FPI,1765.98,1554.08,211.9
03-11-2010,DII,1059.87,1262.57,-202.7,FII/FPI,2235.07,1930.2,304.87
05-11-2010,DII,988.14,965.65,22.49,FII/FPI,2452.8,2432.61,20.19
06-11-2010,DII,1212.17,1425.93,-213.76,FII/FPI,3288.77,2467.89,820.88
08-11-2010,DII,1784.22,1760.72,23.5,FII/FPI,2722.7,2808.51,-85.81
10-11-2010,DII,1161.86,1736.67,-574.81,FII/FPI,3298.46,2488.16,810.3
11-11-2010,DII,1071.58,1341.27,-269.69,FII/FPI,3042.74,3103.16,-60.42
15-11-2010,DII,1189.35,1192.74,-3.39,FII/FPI,2586.46,2272.78,313.68
16-11-2010,DII,1542.54,1092.95,449.59,FII/FPI,3157.02,3353.71,-196.69
18-11-2010,DII,1664.85,1546.42,118.43,FII/FPI,4062.11,4514.82,-452.71
19-11-2010,DII,1697.72,1397.53,300.19,FII/FPI,3926.43,3558.52,367.91
22-11-2010,DII,1373,1160.88,212.12,FII/FPI,2906.16,2570.36,335.8
23-11-2010,DII,2255.28,752.31,1502.97,FII/FPI,2868.01,4361.2,-1493.19
24-11-2010,DII,1311.23,1406.17,-94.94,FII/FPI,3173.82,3647.13,-473.31
25-11-2010,DII,2574.62,2376.85,197.77,FII/FPI,6385.61,7593.73,-1208.12
26-11-2010,DII,2870.67,1911.26,959.41,FII/FPI,4332.25,4961.02,-628.77
29-11-2010,DII,1473.24,1273.91,199.33,FII/FPI,3327.76,3171.56,156.2
30-11-2010,DII,1507.32,1942.35,-435.03,FII/FPI,6499.13,5609.67,889.46
01-12-2010,DII,1920.05,1465.19,454.86,FII/FPI,2903.43,3266.19,-362.76
03-12-2010,DII,1324.08,1414.89,-90.81,FII/FPI,2651.76,2280.08,371.68
04-12-2010,DII,881.84,1074.48,-192.64,FII/FPI,2433.13,2418.72,14.41
05-12-2010,DII,1191.03,1010.61,180.42,FII/FPI,2068.49,2365.72,-297.23
07-12-2010,DII,1152.76,1445.81,-293.05,FII/FPI,3246.86,2245.11,1001.75
08-12-2010,DII,1403.35,2059.4,-656.05,FII/FPI,3212.88,2994.69,218.19
10-12-2010,DII,1106.8,1561.32,-454.52,FII/FPI,2913.81,2458.08,455.73
11-12-2010,DII,1439.13,1193.45,245.68,FII/FPI,3134.74,3917.01,-782.27
13-12-2010,DII,1176.27,841.73,334.54,FII/FPI,2410.64,2698.41,-287.77
14-12-2010,DII,1072.9,723.73,349.17,FII/FPI,2512.96,2479.43,33.53
15-12-2010,DII,1303.22,1401.02,-97.8,FII/FPI,3089.5,3177.11,-87.61
16-12-2010,DII,1518.41,1422.38,96.03,FII/FPI,3083.85,3400.64,-316.79
20-12-2010,DII,1161.9,1022.45,139.45,FII/FPI,2973.75,3083.28,-109.53
21-12-2010,DII,1631.12,1257.45,373.67,FII/FPI,2850.75,2885.54,-34.79
22-12-2010,DII,1252.32,1153.39,98.93,FII/FPI,2375.65,2443.22,-67.57
23-12-2010,DII,893.35,981.98,-88.63,FII/FPI,1490.3,1633.4,-143.1
24-12-2010,DII,651.84,948.4,-296.56,FII/FPI,1221.23,1206.41,14.82
27-12-2010,DII,622.94,736.83,-113.89,FII/FPI,1024,777.69,246.31
28-12-2010,DII,716.35,981.71,-265.36,FII/FPI,1328.12,1219.09,109.03
29-12-2010,DII,803.82,974.16,-170.34,FII/FPI,1768.8,1221.22,547.58
30-12-2010,DII,1035.98,1884.27,-848.29,FII/FPI,4665.76,2479.32,2186.44
31-12-2010,DII,1274.97,1396.74,-121.77,FII/FPI,1894.47,1363.14,531.33
02-01-2011,DII,1779.34,1148.94,630.4,FII/FPI,2853.09,3889.89,-1036.8
04-01-2011,DII,675.95,1088.58,-412.63,FII/FPI,2846.21,2430.93,415.28
06-01-2011,DII,644.8,786.76,-141.96,FII/FPI,2322.81,1877.59,445.22
07-01-2011,DII,1044.68,1499.99,-455.31,FII/FPI,2603.52,2003.86,599.66
08-01-2011,DII,956.14,1051.4,-95.26,FII/FPI,1860.6,1773.77,86.83
11-01-2011,DII,666.56,1239.97,-573.41,FII/FPI,1914.74,1935.4,-20.66
12-01-2011,DII,907.86,1620.94,-713.08,FII/FPI,2422.63,1735.37,687.26
13-01-2011,DII,1405.47,1163.05,242.42,FII/FPI,3370.21,3619.98,-249.77
14-01-2011,DII,1381.9,1091.79,290.11,FII/FPI,2020.72,2769.32,-748.6
17-01-2011,DII,1067.54,707.72,359.82,FII/FPI,2569.5,2742.5,-173
18-01-2011,DII,1149.84,1176.04,-26.2,FII/FPI,2699.71,2627.17,72.54
19-01-2011,DII,1540.76,1052.23,488.53,FII/FPI,3167.71,3438.09,-270.38
20-01-2011,DII,1432.83,1176.51,256.32,FII/FPI,2723.52,3667.43,-943.91
21-01-2011,DII,1061.92,838.78,223.14,FII/FPI,2461.85,2829.85,-368
24-01-2011,DII,1474.93,1238.42,236.51,FII/FPI,2558.12,2494.17,63.95
25-01-2011,DII,1134.09,1303.77,-169.68,FII/FPI,3153.89,2880.9,272.99
27-01-2011,DII,1325.11,1580.7,-255.59,FII/FPI,4176.53,5827.94,-1651.41
28-01-2011,DII,1769.19,1687.95,81.24,FII/FPI,3481.28,4188.12,-706.84
31-01-2011,DII,2064.48,1056.34,1008.14,FII/FPI,2599.84,3520.22,-920.38
02-02-2011,DII,1958.92,1278.54,680.38,FII/FPI,3112.79,3194.52,-81.73
05-02-2011,DII,901.12,1051.64,-150.52,FII/FPI,1865.78,2126.81,-261.03
06-02-2011,DII,897.38,1027.98,-130.6,FII/FPI,1748.22,1763.01,-14.79
08-02-2011,DII,1231.41,1091.53,139.88,FII/FPI,1853.67,2055.35,-201.68
09-02-2011,DII,906.05,1252.33,-346.28,FII/FPI,4704.39,3546.01,1158.38
11-02-2011,DII,736.5,744.29,-7.79,FII/FPI,1469.28,1477.06,-7.78
12-02-2011,DII,838.13,945.66,-107.53,FII/FPI,2588.37,1991.48,596.89
14-02-2011,DII,989.01,879.99,109.02,FII/FPI,3133.11,2985.47,147.64
15-02-2011,DII,881.3,1049.15,-167.85,FII/FPI,2605.97,2372.92,233.05
16-02-2011,DII,578.83,647.32,-68.49,FII/FPI,1960.55,2190.61,-230.06
17-02-2011,DII,1153.73,909.33,244.4,FII/FPI,2305.25,2267.26,37.99
18-02-2011,DII,1266.67,1455.81,-189.14,FII/FPI,2844.58,2636.91,207.67
21-02-2011,DII,800.36,827.97,-27.61,FII/FPI,2006.78,2252.2,-245.42
22-02-2011,DII,1139.68,725.69,413.99,FII/FPI,2527.5,2913.76,-386.26
23-02-2011,DII,1086.38,733.56,352.82,FII/FPI,2862.37,3416.97,-554.6
24-02-2011,DII,2652.35,1622.43,1029.92,FII/FPI,3663.59,6365.81,-2702.22
25-02-2011,DII,1345.28,789.99,555.29,FII/FPI,2856.3,3417.76,-561.46
28-02-2011,DII,1860.24,1542.86,317.38,FII/FPI,3789.23,3829.09,-39.86
01-03-2011,DII,1044.56,1168.57,-124.01,FII/FPI,1516.59,1175.62,340.97
02-03-2011,DII,1155.2,1200.65,-45.45,FII/FPI,2602.43,2063.72,538.71
03-03-2011,DII,1157.54,1062.02,95.52,FII/FPI,3470.97,3241.95,229.02
05-03-2011,DII,1812.46,1205.63,606.83,FII/FPI,2624.11,3802.77,-1178.66
06-03-2011,DII,488.37,843.88,-355.51,FII/FPI,1959.78,1514.52,445.26
08-03-2011,DII,1464.19,1041.71,422.48,FII/FPI,1914.73,2784.42,-869.69
10-03-2011,DII,1112.85,817.51,295.34,FII/FPI,1633.82,2459.71,-825.89
11-03-2011,DII,973.06,971.15,1.91,FII/FPI,1884.03,1868.58,15.45
14-03-2011,DII,778.05,770.4,7.65,FII/FPI,1917.03,1502.68,414.35
15-03-2011,DII,1247.79,680.69,567.1,FII/FPI,2520.63,2372.35,148.28
16-03-2011,DII,1153.03,826.31,326.72,FII/FPI,2233.78,2368.3,-134.52
17-03-2011,DII,1044.93,612.86,432.07,FII/FPI,1546.32,2674.93,-1128.61
18-03-2011,DII,1142.2,845.9,296.3,FII/FPI,2029.96,2553.47,-523.51
21-03-2011,DII,782.26,734.28,47.98,FII/FPI,1263.27,1360.29,-97.02
22-03-2011,DII,844.44,748.4,96.04,FII/FPI,1533.5,1297.21,236.29
23-03-2011,DII,2042.81,931.13,1111.68,FII/FPI,1930.24,1618.14,312.1
24-03-2011,DII,1451.34,1073.22,378.12,FII/FPI,2238.75,1930.93,307.82
25-03-2011,DII,1298.97,1612.74,-313.77,FII/FPI,3305.51,1859.33,1446.18
28-03-2011,DII,1519.73,1806.25,-286.52,FII/FPI,2889.97,1999.95,890.02
29-03-2011,DII,1223.85,1698.02,-474.17,FII/FPI,3621.52,2329.98,1291.54
30-03-2011,DII,1291.97,1907.31,-615.34,FII/FPI,2802.2,2062.59,739.61
31-03-2011,DII,1640.23,3357.08,-1716.85,FII/FPI,6997.45,3672.86,3324.59
01-04-2011,DII,1474.07,1965.64,-491.57,FII/FPI,3381.89,2664.13,717.76
02-04-2011,DII,1621.58,1384.13,237.45,FII/FPI,2544.42,2400.38,144.04
03-04-2011,DII,975.57,1205.35,-229.78,FII/FPI,2699.81,2114.29,585.52
04-04-2011,DII,744.63,1133.96,-389.33,FII/FPI,2563,1958.49,604.51
05-04-2011,DII,1775.52,861.42,914.1,FII/FPI,2137.74,3129.88,-992.14
07-04-2011,DII,982.13,1351.45,-369.32,FII/FPI,2820.06,1688.34,1131.72
08-04-2011,DII,1177.3,860.8,316.5,FII/FPI,2399.2,2653.75,-254.55
10-04-2011,DII,1578.45,1022.64,555.81,FII/FPI,2062.41,3033.85,-971.44
11-04-2011,DII,938.47,867.98,70.49,FII/FPI,2256.56,2127.94,128.62
13-04-2011,DII,1230.1,1234.9,-4.8,FII/FPI,3309.08,3283.48,25.6
15-04-2011,DII,1373.07,1733.95,-360.88,FII/FPI,3135.81,3389.24,-253.43
18-04-2011,DII,1395.14,733.67,661.47,FII/FPI,2528.2,3509.76,-981.56
19-04-2011,DII,959.69,751.36,208.33,FII/FPI,3683.65,1990.46,1693.19
20-04-2011,DII,993.17,1016.45,-23.28,FII/FPI,2473.17,2280.17,193
21-04-2011,DII,1076.57,1346.19,-269.62,FII/FPI,2799.78,2491.99,307.79
25-04-2011,DII,1082.1,845.48,236.62,FII/FPI,1560.16,1937.75,-377.59
26-04-2011,DII,1106.75,944.94,161.81,FII/FPI,2334.31,2888.34,-554.03
27-04-2011,DII,1553.4,1254.12,299.28,FII/FPI,2153.06,2864.92,-711.86
28-04-2011,DII,1868.83,1336.23,532.6,FII/FPI,4257.02,5089.61,-832.59
29-04-2011,DII,1230.42,1291.48,-61.06,FII/FPI,3023.81,3713.7,-689.89
01-05-2011,DII,1349.98,1451.73,-101.75,FII/FPI,3245.55,3485.85,-240.3
04-05-2011,DII,765.69,1294.67,-528.98,FII/FPI,2204.31,1481.02,723.29
05-05-2011,DII,1826.36,889.13,937.23,FII/FPI,2005.09,2784.57,-779.48
07-05-2011,DII,984.37,1882.86,-898.49,FII/FPI,2666.56,1841.04,825.52
08-05-2011,DII,2911.09,1538.6,1372.49,FII/FPI,2178.86,3967.82,-1788.96
09-05-2011,DII,1110.29,963.06,147.23,FII/FPI,2971.1,2837.88,133.22
10-05-2011,DII,1153.21,830.81,322.4,FII/FPI,2025.78,3034.65,-1008.87
12-05-2011,DII,650.91,613.24,37.67,FII/FPI,1506.92,1360.19,146.73
13-05-2011,DII,870.44,881.97,-11.53,FII/FPI,2315.61,2476.96,-161.35
16-05-2011,DII,752.71,749.3,3.41,FII/FPI,1854.03,1806.96,47.07
17-05-2011,DII,814.27,1384.56,-570.29,FII/FPI,1968.92,2456.12,-487.2
18-05-2011,DII,1115.97,1088.51,27.46,FII/FPI,2451.46,2830.9,-379.44
19-05-2011,DII,1127.33,994.99,132.34,FII/FPI,2113.76,2151.17,-37.41
20-05-2011,DII,1406.18,1007.99,398.19,FII/FPI,2255.82,2437.37,-181.55
23-05-2011,DII,1070,875.78,194.22,FII/FPI,1959.21,2252.77,-293.56
24-05-2011,DII,778.17,745.22,32.95,FII/FPI,2539.94,2351.78,188.16
25-05-2011,DII,946.27,766.86,179.41,FII/FPI,2614.34,2985.13,-370.79
26-05-2011,DII,1696.01,1462.48,233.53,FII/FPI,3743.64,3619.26,124.38
27-05-2011,DII,1076.64,688.39,388.25,FII/FPI,2719.76,2497.73,222.03
30-05-2011,DII,740.25,790.64,-50.39,FII/FPI,2431.25,2177.77,253.48
31-05-2011,DII,1170.34,1767,-596.66,FII/FPI,6271.32,4960.34,1310.98
01-06-2011,DII,1240.16,1578.21,-338.05,FII/FPI,3274.86,3660.49,-385.63
04-06-2011,DII,1118.81,1649.86,-531.05,FII/FPI,2856.44,2327.97,528.47
05-06-2011,DII,2065.76,1047.72,1018.04,FII/FPI,2579.11,3234.45,-655.34
06-06-2011,DII,720.73,535.74,184.99,FII/FPI,1589.1,1790.88,-201.78
07-06-2011,DII,991.95,1072.18,-80.23,FII/FPI,2076.04,1855.59,220.45
09-06-2011,DII,862.48,1277.65,-415.17,FII/FPI,3629.92,3198.44,431.48
13-06-2011,DII,917.1,889.76,27.34,FII/FPI,1543.66,1847.83,-304.17
14-06-2011,DII,1700.97,1090.25,610.72,FII/FPI,3085.03,3883.56,-798.53
15-06-2011,DII,1009.26,868.12,141.14,FII/FPI,2461.5,2632.06,-170.56
16-06-2011,DII,1308.28,1022.18,286.1,FII/FPI,2191.29,2790.81,-599.52
17-06-2011,DII,851.51,886.88,-35.37,FII/FPI,2111.19,2501.75,-390.56
20-06-2011,DII,1545.17,681.86,863.31,FII/FPI,2577.97,3090.54,-512.57
21-06-2011,DII,1143.76,713.35,430.41,FII/FPI,1699.74,2263.1,-563.36
22-06-2011,DII,824.99,667.62,157.37,FII/FPI,1842.76,2130.16,-287.4
